CustomerID,Gender,SeniorCitizen,Tenure,MonthlyCharges,Contract,PaymentMethod,TotalCharges,Churn
CUST00098,Female,0,11,65.85,Month-to-month,Electronic check,742.42,No
CUST00099,Male,0,10,23.8,One year,Electronic check,254.67,Yes
CUST00100,Male,0,57,94.59,Two year,Electronic check,5392.73,No
CUST00101,Female,0,25,74.93,One year,Electronic check,1866.13,No
CUST00102,Female,0,2,25.77,Two year,Credit card,6.92,No
CUST00103,Female,0,64,88.08,Two year,Mailed check,5589.33,Yes
CUST00104,Female,0,35,66.68,Month-to-month,Mailed check,2319.6,Yes
CUST00105,Female,0,7,23.45,One year,Bank transfer,147.52,No
CUST00106,Female,0,18,116.96,One year,Mailed check,2094.05,No
CUST00107,Female,0,67,114.91,Month-to-month,Mailed check,7662.81,Yes
CUST00108,Female,0,42,71.29,One year,Mailed check,3018.0,No
CUST00109,Male,0,39,29.37,Month-to-month,Bank transfer,1181.13,No
CUST00110,Female,0,41,95.46,Month-to-month,Electronic check,3957.73,Yes
CUST00111,Male,0,24,69.19,One year,Mailed check,1659.8,No
CUST00112,Female,0,60,50.24,Month-to-month,Bank transfer,3034.49,No
CUST00113,Female,0,46,69.14,Month-to-month,Bank transfer,3216.0,Yes
CUST00114,Male,1,19,72.24,Two year,Credit card,1364.39,No
CUST00115,Female,1,68,76.27,One year,Bank transfer,5167.3,No
CUST00116,Male,0,42,64.12,Month-to-month,Electronic check,2736.71,No
CUST00117,Female,0,32,80.58,One year,Mailed check,2580.13,No
CUST00118,Female,1,39,111.87,Month-to-month,Bank transfer,4362.66,Yes
CUST00119,Male,0,36,56.23,Month-to-month,Electronic check,1992.12,Yes
CUST00120,Female,0,36,92.57,Two year,Bank transfer,3293.34,No
CUST00121,Male,0,3,109.45,One year,Bank transfer,362.56,Yes
CUST00122,Female,0,8,65.6,Month-to-month,Bank transfer,536.21,Yes
CUST00123,Male,0,70,64.35,One year,Bank transfer,4487.08,No
CUST00124,Male,0,41,80.21,Two year,Bank transfer,3257.78,No
CUST00125,Female,0,68,79.14,Month-to-month,Electronic check,5387.07,No
CUST00126,Female,0,13,100.66,Month-to-month,Mailed check,1316.97,Yes
CUST00127,Male,0,49,67.65,Month-to-month,Mailed check,3285.55,No
CUST00128,Female,0,60,119.61,One year,Mailed check,7211.74,Yes
CUST00129,Female,0,2,25.95,One year,Mailed check,10.33,No
CUST00130,Female,0,60,20.32,One year,Electronic check,1204.81,No
CUST00131,Male,1,5,84.02,Two year,Credit card,438.14,Yes
CUST00132,Male,0,44,49.84,One year,Credit card,2170.37,No
CUST00133,Male,0,27,44.04,Month-to-month,Electronic check,1221.85,Yes
CUST00134,Male,0,32,51.19,Month-to-month,Electronic check,1662.07,Yes
CUST00135,Male,0,21,45.6,Month-to-month,Bank transfer,986.5,No
CUST00136,Male,0,8,23.08,Month-to-month,Bank transfer,146.55,No
CUST00137,Male,0,50,117.15,One year,Bank transfer,5821.55,Yes
CUST00138,Male,0,67,42.07,Two year,Mailed check,2797.34,No
CUST00139,Male,0,44,93.4,Month-to-month,Bank transfer,4111.41,No
CUST00140,Female,0,58,96.26,Month-to-month,Credit card,5607.88,Yes
CUST00141,Male,0,3,112.93,One year,Mailed check,372.44,No
CUST00142,Female,0,70,23.05,Month-to-month,Bank transfer,1633.93,No
CUST00143,Female,0,2,107.2,Month-to-month,Mailed check,257.26,Yes
CUST00144,Female,0,44,72.72,Month-to-month,Credit card,3223.55,Yes
CUST00145,Male,1,2,83.25,Month-to-month,Bank transfer,147.13,Yes
CUST00146,Male,0,35,84.45,Two year,Credit card,2932.26,No
CUST00147,Male,0,30,101.98,Month-to-month,Credit card,3079.02,No
CUST00148,Male,0,8,53.34,Month-to-month,Credit card,396.01,No
CUST00149,Female,0,22,93.31,Month-to-month,Bank transfer,2012.09,Yes
CUST00150,Male,0,44,72.86,Two year,Electronic check,3209.06,No
CUST00151,Male,0,58,99.34,Month-to-month,Bank transfer,5793.88,Yes
CUST00152,Male,0,36,119.05,Month-to-month,Credit card,4245.94,Yes
CUST00153,Male,0,69,40.07,Month-to-month,Bank transfer,2794.02,No
CUST00154,Male,0,31,119.46,Month-to-month,Credit card,3734.42,No
CUST00155,Female,0,47,28.98,Month-to-month,Electronic check,1360.29,No
CUST00156,Male,0,55,20.23,One year,Mailed check,1068.38,No
CUST00157,Female,0,62,24.42,Month-to-month,Electronic check,1481.5,Yes
CUST00158,Male,0,30,54.18,Month-to-month,Electronic check,1646.14,Yes
CUST00159,Female,0,55,83.29,One year,Mailed check,4602.13,No
CUST00160,Male,0,16,26.9,Month-to-month,Bank transfer,470.24,No
CUST00161,Male,1,12,20.57,Month-to-month,Mailed check,255.11,No
CUST00162,Female,0,17,113.71,Month-to-month,Bank transfer,1895.48,Yes
CUST00163,Female,0,16,102.19,Two year,Bank transfer,1597.18,No
CUST00164,Female,0,12,100.92,Month-to-month,Credit card,1233.15,Yes
CUST00165,Male,0,8,108.44,Two year,Credit card,835.9,Yes
CUST00166,Female,0,3,90.0,One year,Mailed check,252.84,Yes
CUST00167,Male,0,16,30.44,Month-to-month,Electronic check,485.76,Yes
CUST00168,Male,0,30,59.91,Two year,Mailed check,1749.78,No
CUST00169,Female,0,23,92.31,Month-to-month,Bank transfer,2098.01,No
CUST00170,Female,0,5,48.03,Month-to-month,Credit card,230.94,Yes
CUST00171,Male,1,65,88.74,One year,Mailed check,5746.06,Yes
CUST00172,Male,0,30,22.45,One year,Mailed check,637.14,No
CUST00173,Female,0,21,50.61,One year,Credit card,1085.61,No
CUST00174,Female,0,70,74.91,Month-to-month,Credit card,5275.01,Yes
CUST00175,Female,1,22,83.21,Month-to-month,Credit card,1806.37,Yes
CUST00176,Male,0,32,77.7,One year,Bank transfer,2513.84,No
CUST00177,Male,0,33,89.78,Month-to-month,Credit card,2951.3,Yes
CUST00178,Male,1,16,20.61,Month-to-month,Electronic check,330.43,No
CUST00179,Male,1,38,30.09,Month-to-month,Mailed check,1179.02,Yes
CUST00180,Male,1,14,106.89,Month-to-month,Credit card,1521.46,No
CUST00181,Male,0,36,88.17,Two year,Credit card,3204.63,No
CUST00182,Female,0,23,31.29,Month-to-month,Bank transfer,683.35,Yes
CUST00183,Male,0,66,104.21,Two year,Bank transfer,6834.83,No
CUST00184,Male,1,2,44.22,Month-to-month,Mailed check,127.78,Yes
CUST00185,Male,0,65,67.83,One year,Electronic check,4397.73,No
CUST00186,Female,0,67,34.52,Month-to-month,Mailed check,2291.63,No
CUST00187,Male,0,52,91.01,Month-to-month,Credit card,4754.99,No
CUST00188,Male,0,62,86.69,Month-to-month,Electronic check,5408.42,No
CUST00189,Female,0,23,41.11,Month-to-month,Electronic check,981.78,No
CUST00190,Male,0,26,106.34,Month-to-month,Electronic check,2746.44,Yes
CUST00191,Male,0,68,60.13,Two year,Electronic check,4124.06,No
CUST00192,Male,0,55,49.25,One year,Mailed check,2662.84,No
CUST00193,Male,0,6,35.23,Month-to-month,Bank transfer,166.35,No
CUST00194,Male,0,35,46.62,Month-to-month,Bank transfer,1644.05,Yes
CUST00195,Female,0,22,22.2,Month-to-month,Credit card,444.71,No
CUST00196,Female,0,43,78.33,Month-to-month,Bank transfer,3350.65,Yes
CUST00197,Female,0,15,104.22,One year,Bank transfer,1580.58,No
CUST00198,Male,0,60,74.9,Two year,Bank transfer,4477.73,No
CUST00199,Male,0,12,41.93,Month-to-month,Bank transfer,471.12,No
CUST00200,Male,0,49,23.37,Month-to-month,Credit card,1123.27,No
CUST00201,Female,0,42,41.46,Month-to-month,Mailed check,1737.08,Yes
CUST00202,Male,0,38,61.61,One year,Electronic check,2338.72,No
CUST00203,Male,0,45,95.96,Month-to-month,Bank transfer,4346.5,Yes
CUST00204,Female,0,35,38.78,One year,Mailed check,1382.32,No
CUST00205,Male,1,30,91.98,One year,Bank transfer,2755.08,No
CUST00206,Female,0,30,106.69,Month-to-month,Bank transfer,3235.27,Yes
CUST00207,Female,1,6,65.39,One year,Electronic check,353.76,Yes
CUST00208,Female,0,67,102.14,Month-to-month,Electronic check,6818.92,Yes
CUST00209,Male,0,7,75.47,One year,Electronic check,561.09,Yes
CUST00210,Male,0,52,83.71,Month-to-month,Bank transfer,4340.72,No
CUST00211,Male,0,14,72.63,Month-to-month,Bank transfer,1064.94,Yes
CUST00212,Male,0,15,66.32,Two year,Bank transfer,991.43,No
CUST00213,Male,0,21,43.47,Two year,Electronic check,942.06,No
CUST00214,Male,0,35,50.32,One year,Credit card,1751.43,No
CUST00215,Male,1,66,49.0,Month-to-month,Mailed check,3226.5,Yes
CUST00216,Female,1,2,76.33,One year,Credit card,140.95,No
CUST00217,Male,1,35,32.0,Month-to-month,Bank transfer,1141.91,No
CUST00218,Female,0,20,111.68,Two year,Bank transfer,2238.35,No
CUST00219,Male,0,10,92.07,Month-to-month,Credit card,965.08,Yes
CUST00220,Male,1,25,60.14,Two year,Bank transfer,1478.59,No
CUST00221,Male,0,66,35.86,Two year,Mailed check,2326.82,No
CUST00222,Female,0,25,108.2,One year,Bank transfer,2694.33,No
CUST00223,Female,0,54,102.38,Month-to-month,Mailed check,5540.19,Yes
CUST00224,Female,0,33,92.17,Month-to-month,Credit card,3077.69,No
CUST00225,Female,1,36,47.15,Two year,Credit card,1682.02,No
CUST00226,Male,0,14,60.24,Month-to-month,Bank transfer,858.74,Yes
CUST00227,Female,0,65,30.27,Two year,Mailed check,1952.57,No
CUST00228,Male,0,54,38.9,Month-to-month,Bank transfer,2112.32,Yes
CUST00229,Male,0,52,98.3,Month-to-month,Electronic check,5150.08,Yes
CUST00230,Female,0,3,91.5,Two year,Electronic check,247.64,Yes
CUST00231,Female,1,41,79.35,One year,Electronic check,3243.77,No
CUST00232,Female,0,6,109.57,Month-to-month,Electronic check,706.75,Yes
CUST00233,Female,0,25,78.33,Month-to-month,Bank transfer,1995.11,No
CUST00234,Female,0,13,66.7,Month-to-month,Electronic check,873.56,No
CUST00235,Female,1,8,54.04,One year,Mailed check,433.98,No
CUST00236,Female,0,21,114.04,Month-to-month,Credit card,2373.3,Yes
CUST00237,Female,1,68,28.27,Two year,Credit card,1924.08,No
CUST00238,Male,0,25,113.09,Two year,Electronic check,2862.07,No
CUST00239,Female,0,68,102.67,Month-to-month,Electronic check,7000.08,Yes
CUST00240,Female,0,45,32.99,One year,Electronic check,1463.55,No
CUST00241,Male,0,60,76.5,Month-to-month,Bank transfer,4560.15,Yes
CUST00242,Female,0,12,106.65,Month-to-month,Credit card,1256.32,No
CUST00243,Male,0,32,77.18,Two year,Electronic check,2436.74,No
CUST00244,Male,0,13,110.72,Month-to-month,Mailed check,1398.92,Yes
CUST00245,Female,1,31,114.3,Month-to-month,Electronic check,3535.21,Yes
CUST00246,Male,0,20,62.24,Month-to-month,Credit card,1206.13,Yes
CUST00247,Male,0,18,57.73,Month-to-month,Electronic check,1006.33,No
CUST00248,Male,1,60,113.63,Month-to-month,Credit card,6822.53,No
CUST00249,Male,0,63,87.51,One year,Electronic check,5479.59,No
CUST00250,Female,0,6,31.6,One year,Mailed check,145.99,No
CUST00251,Male,1,32,24.23,One year,Electronic check,757.1,No
CUST00252,Female,0,43,76.46,Month-to-month,Mailed check,3259.81,No
CUST00253,Male,0,2,113.02,Month-to-month,Mailed check,227.57,Yes
CUST00254,Male,0,60,104.42,Month-to-month,Electronic check,6225.44,Yes
CUST00255,Male,0,23,87.58,Month-to-month,Mailed check,2039.52,No
CUST00256,Male,0,31,33.91,Month-to-month,Bank transfer,1091.83,Yes
CUST00257,Female,0,5,45.42,Month-to-month,Electronic check,251.44,Yes
CUST00258,Female,1,34,107.55,Month-to-month,Electronic check,3659.98,Yes
CUST00259,Male,0,10,38.28,Month-to-month,Mailed check,418.87,Yes
CUST00260,Male,0,2,47.84,Two year,Mailed check,115.17,No
CUST00261,Female,0,11,32.96,Two year,Electronic check,313.62,Yes
CUST00262,Male,0,50,87.61,One year,Bank transfer,4369.91,No
CUST00263,Male,0,31,114.4,Two year,Mailed check,3581.5,No
CUST00264,Male,0,56,46.9,One year,Mailed check,2610.99,No
CUST00265,Female,0,9,67.54,Month-to-month,Credit card,561.38,No
CUST00266,Female,0,21,83.43,Month-to-month,Bank transfer,1776.65,No
CUST00267,Female,1,28,119.95,One year,Bank transfer,3388.8,Yes
CUST00268,Male,0,62,30.48,One year,Electronic check,1855.82,No
CUST00269,Male,1,7,69.86,One year,Bank transfer,492.75,Yes
CUST00270,Female,0,16,58.51,One year,Electronic check,905.36,No
CUST00271,Female,1,4,106.58,Month-to-month,Credit card,448.24,Yes
CUST00272,Female,0,4,67.6,One year,Bank transfer,247.56,No
CUST00273,Female,0,40,31.1,Two year,Mailed check,1225.62,No
CUST00274,Male,0,17,83.44,Month-to-month,Credit card,1452.98,Yes
CUST00275,Female,0,52,97.08,One year,Electronic check,5045.79,Yes
CUST00276,Male,0,52,20.29,Month-to-month,Credit card,1072.06,No
CUST00277,Female,0,36,105.9,One year,Electronic check,3802.64,No
CUST00278,Male,0,38,38.6,One year,Credit card,1446.6,No
CUST00279,Female,0,50,75.21,Month-to-month,Electronic check,3773.05,Yes
CUST00280,Female,0,63,61.58,One year,Bank transfer,3845.03,No
CUST00281,Female,0,63,91.97,Month-to-month,Mailed check,5781.41,No
CUST00282,Female,0,62,57.12,One year,Electronic check,3512.34,No
CUST00283,Male,0,7,106.98,Month-to-month,Credit card,768.44,Yes
CUST00284,Female,0,27,93.05,One year,Electronic check,2556.77,No
CUST00285,Male,1,14,84.77,Month-to-month,Electronic check,1236.33,Yes
CUST00286,Male,0,71,99.62,One year,Electronic check,7068.05,No
CUST00287,Male,0,5,95.4,Month-to-month,Credit card,452.25,Yes
CUST00288,Male,0,55,23.59,Two year,Mailed check,1291.73,No
CUST00289,Female,1,2,59.47,Two year,Bank transfer,153.67,No
CUST00290,Male,0,62,113.08,Two year,Mailed check,6981.56,Yes
CUST00291,Male,0,21,32.57,One year,Electronic check,729.18,No
CUST00292,Male,0,21,93.71,One year,Credit card,1952.1,No
CUST00293,Female,0,10,117.46,Month-to-month,Mailed check,1223.18,Yes
CUST00294,Female,0,58,25.22,Month-to-month,Electronic check,1496.62,No
CUST00295,Female,1,39,88.22,Month-to-month,Bank transfer,3471.44,Yes
CUST00296,Female,1,5,66.82,One year,Bank transfer,315.89,No
CUST00297,Male,0,65,77.92,Two year,Bank transfer,5015.68,No
CUST00298,Male,0,13,28.53,Month-to-month,Electronic check,359.1,No
CUST00299,Female,1,53,24.3,Two year,Credit card,1268.08,No
CUST00300,Male,0,45,86.69,One year,Mailed check,3854.79,No
CUST00301,Male,0,32,102.33,One year,Bank transfer,3275.1,No
CUST00302,Male,0,36,98.2,Month-to-month,Electronic check,3525.5,Yes
CUST00303,Female,0,60,74.38,Month-to-month,Electronic check,4476.26,No
CUST00304,Female,0,11,29.99,Month-to-month,Mailed check,342.01,Yes
CUST00305,Male,0,63,88.8,One year,Bank transfer,5556.47,No
CUST00306,Female,1,21,44.19,Month-to-month,Electronic check,975.69,Yes
CUST00307,Female,1,52,111.11,Month-to-month,Mailed check,5746.41,Yes
CUST00308,Female,0,55,103.83,Two year,Credit card,5705.18,Yes
CUST00309,Female,0,26,90.94,One year,Credit card,2363.25,Yes
CUST00310,Female,1,68,114.88,Two year,Credit card,7843.15,No
CUST00311,Male,1,34,23.14,Month-to-month,Bank transfer,746.68,Yes
CUST00312,Female,0,52,93.62,Month-to-month,Mailed check,4861.1,Yes
CUST00313,Male,1,52,53.02,One year,Mailed check,2769.89,No
CUST00314,Male,1,29,110.61,Month-to-month,Electronic check,3179.21,Yes
CUST00315,Female,0,38,46.67,Month-to-month,Electronic check,1786.21,Yes
CUST00316,Male,0,42,92.49,Month-to-month,Electronic check,3926.95,No
CUST00317,Male,0,21,107.76,Month-to-month,Mailed check,2312.71,Yes
CUST00318,Male,0,42,24.17,Month-to-month,Electronic check,968.39,No
CUST00319,Female,0,13,59.76,Month-to-month,Mailed check,750.44,Yes
CUST00320,Female,1,64,96.23,Month-to-month,Mailed check,6139.75,No
CUST00321,Male,0,17,65.49,Month-to-month,Credit card,1103.24,Yes
CUST00322,Female,0,9,46.73,One year,Electronic check,394.8,No
CUST00323,Female,0,41,41.98,Month-to-month,Credit card,1691.53,No
CUST00324,Female,0,1,33.15,One year,Bank transfer,78.61,Yes
CUST00325,Female,1,2,105.71,Month-to-month,Bank transfer,253.27,Yes
CUST00326,Male,0,60,77.54,Month-to-month,Bank transfer,4607.1,No
CUST00327,Male,0,48,27.64,One year,Mailed check,1310.6,No
CUST00328,Female,0,29,58.26,Month-to-month,Mailed check,1680.05,No
CUST00329,Female,0,10,56.77,Month-to-month,Mailed check,541.6,No
CUST00330,Male,0,58,38.17,Month-to-month,Electronic check,2226.75,No
CUST00331,Male,0,60,63.55,Two year,Credit card,3827.04,No
CUST00332,Female,0,21,53.21,Month-to-month,Mailed check,1152.46,No
CUST00333,Male,0,28,54.18,Month-to-month,Credit card,1541.13,No
CUST00334,Female,0,34,93.9,One year,Credit card,3196.86,No
CUST00335,Female,0,8,42.33,Month-to-month,Credit card,354.0,Yes
CUST00336,Male,1,59,84.19,Month-to-month,Electronic check,4944.61,Yes
CUST00337,Male,0,49,77.06,Month-to-month,Electronic check,3785.25,No
CUST00338,Female,0,17,76.81,One year,Bank transfer,1304.69,No
CUST00339,Female,0,60,86.3,Month-to-month,Bank transfer,5141.33,Yes
CUST00340,Male,0,45,74.84,Month-to-month,Credit card,3342.05,No
CUST00341,Female,0,69,107.93,Month-to-month,Bank transfer,7426.34,Yes
CUST00342,Male,0,32,87.56,One year,Credit card,2844.35,Yes
CUST00343,Female,1,44,74.7,Month-to-month,Electronic check,3259.84,No
CUST00344,Male,0,65,102.98,Two year,Electronic check,6672.62,No
CUST00345,Male,0,8,80.61,Month-to-month,Electronic check,631.82,Yes
CUST00346,Male,0,43,49.11,Two year,Mailed check,2128.1,No
CUST00347,Female,1,1,40.71,Two year,Credit card,2.53,No
CUST00348,Female,0,51,35.23,Month-to-month,Electronic check,1842.12,Yes
CUST00349,Male,0,24,109.95,Month-to-month,Credit card,2675.36,Yes
CUST00350,Female,0,24,91.01,Month-to-month,Bank transfer,2191.96,No
CUST00351,Male,0,17,113.74,Month-to-month,Bank transfer,1950.98,Yes
CUST00352,Male,0,5,80.33,One year,Electronic check,353.32,Yes
CUST00353,Female,1,20,67.34,Month-to-month,Credit card,1330.69,No
CUST00354,Female,0,21,25.97,Month-to-month,Electronic check,574.94,No
CUST00355,Male,0,58,87.16,Month-to-month,Bank transfer,5013.03,Yes
CUST00356,Female,0,31,78.22,Two year,Electronic check,2403.05,No
CUST00357,Female,0,11,119.02,Month-to-month,Credit card,1317.75,Yes
CUST00358,Male,0,52,43.92,Month-to-month,Bank transfer,2259.48,No
CUST00359,Male,0,15,73.07,Month-to-month,Mailed check,1139.45,Yes
CUST00360,Female,0,7,85.1,Two year,Bank transfer,558.81,Yes
CUST00361,Male,0,28,84.46,One year,Mailed check,2394.62,No
CUST00362,Male,0,51,76.13,Month-to-month,Electronic check,3883.42,Yes
CUST00363,Female,0,58,97.69,Month-to-month,Electronic check,5691.05,Yes
CUST00364,Male,0,5,40.5,Month-to-month,Credit card,183.57,Yes
CUST00365,Male,0,5,92.56,Month-to-month,Mailed check,464.25,Yes
CUST00366,Female,0,8,81.97,Two year,Electronic check,691.44,No
CUST00367,Female,0,64,109.61,One year,Mailed check,7011.73,No
CUST00368,Male,1,10,104.72,Month-to-month,Electronic check,1033.17,Yes
CUST00369,Male,1,38,51.51,Two year,Bank transfer,1961.0,No
CUST00370,Female,0,8,47.62,Month-to-month,Electronic check,402.7,Yes
CUST00371,Female,0,25,118.17,One year,Credit card,2948.61,Yes
CUST00372,Female,0,66,72.73,Two year,Bank transfer,4844.07,No
CUST00373,Female,0,50,110.64,Month-to-month,Credit card,5511.49,Yes
CUST00374,Male,0,67,36.39,One year,Bank transfer,2435.68,No
CUST00375,Female,0,49,84.28,Month-to-month,Mailed check,4155.41,Yes
CUST00376,Female,0,36,100.99,Month-to-month,Credit card,3654.55,Yes
CUST00377,Male,0,68,114.74,Month-to-month,Electronic check,7838.68,Yes
CUST00378,Female,0,41,53.73,Month-to-month,Mailed check,2252.61,Yes
CUST00379,Male,0,62,92.5,One year,Electronic check,5727.69,Yes
CUST00380,Female,0,10,73.88,Two year,Bank transfer,699.92,No
CUST00381,Female,0,21,26.06,One year,Bank transfer,500.3,No
CUST00382,Female,0,36,89.0,Two year,Electronic check,3226.69,No
CUST00383,Male,0,12,89.01,One year,Electronic check,1105.52,No
CUST00384,Male,0,2,113.06,Month-to-month,Mailed check,198.19,Yes
